GeneENSG	IC0	IC1	IC2
ENSG00000000003	1.09805301051381	1.8804710620220386	0.740971487320224
ENSG00000000005	0.5041552011942932	0.7521363701273241	0.26479513103424135
ENSG00000000419	0.9315978254715866	1.9067367373589734	0.540866145423686
ENSG00000000457	0.7457321801332064	1.709063746008661	0.3565418332378491
ENSG00000000460	0.6639226404453549	1.6878895818036639	0.40002592154038785
ENSG00000000938	0.4265967627092758	1.4242250769561964	0.3007727203923098
ENSG00000000971	0.3763551069122249	2.060372939191816	0.6502500164084984
ENSG00000001036	0.8606397607853482	1.8301291504356878	0.7679792983023819
ENSG00000001084	0.8157929595765615	1.7199133246480516	0.43713078712723197
ENSG00000001167	0.7858594383144716	1.8381624456478118	0.41637027367136625
ENSG00000001460	0.6564942397355316	1.5114376344973608	0.5848145555379562
ENSG00000001461	0.7584786642240525	1.8570033071574783	0.6059978949671244
ENSG00000001497	0.7974989246547954	1.7644248481157723	0.9433960471589664
ENSG00000001561	0.8196312943086278	1.7239703440579823	0.4020439889588422
ENSG00000001617	0.7190528290525415	1.925799763497357	0.7298998939961957
ENSG00000001626	0.37402817506608693	1.396126313334702	0.5619970448955022
ENSG00000001629	0.7281379589947929	1.9689350582503682	0.48463239937422076
ENSG00000001630	1.0354960660791206	1.9301956521857022	0.4747174641549391
ENSG00000001631	0.7491860553925289	1.8477932164505968	0.45330707933226083
ENSG00000002016	0.5709763324443702	1.5988543290230168	0.5172800376878303
ENSG00000002330	0.8635531298482586	1.7408329105617577	0.9160133468833622
ENSG00000002549	0.9338883781509019	2.1060840120688473	0.3879325082488979
ENSG00000002586	0.8535913436700784	1.9991499539839859	0.7654513953618489
ENSG00000002587	0.8341836990684741	1.422467703417174	0.13053226745237528
ENSG00000002726	1.3347337543889315	1.2266458304471524	0.6147104702828984
ENSG00000002745	0.5660644358752138	0.7553325620830746	0.3445789076947428
ENSG00000002746	0.33454583788658787	1.1104431468212843	0.36178902063331075
ENSG00000002822	0.595006383400756	1.6266336553435272	1.1801918352039624
ENSG00000002834	0.8219156277236096	2.1323604816990986	0.6639951879374086
ENSG00000002919	0.5839370891804779	1.7073090744593205	0.4851491793859274
ENSG00000002933	0.9382910820933622	1.7077016777887142	0.4643219742514146
ENSG00000003056	0.7966501298322693	2.0447496141137353	1.0748093552777316
ENSG00000003096	1.2016782937941601	1.0766160007672376	0.6087161126218137
ENSG00000003137	0.0	1.2026025163786	0.14619348544042235
ENSG00000003147	0.7495982679807006	1.6609446559612144	0.6624274011220371
ENSG00000003249	0.6709065239852007	1.5143720205167548	0.7492259601309229
ENSG00000003393	0.7962921665543001	1.7314279121192055	0.520277625356719
ENSG00000003400	0.5581499480953964	1.5976124451722964	0.8379508952766195
ENSG00000003402	0.9162126665954353	2.024003569345688	0.8026599697171041
ENSG00000003436	0.65374596289141	1.9890401976594894	0.28624431074734324
ENSG00000003509	0.6873971858358975	1.6307293325473973	0.6257955213887807
ENSG00000003756	0.6739656467974223	2.068347957913825	0.6619837287050858
ENSG00000003987	0.3971444165642849	1.0385494038059684	0.3980226394339213
ENSG00000003989	0.7663302697148078	1.3709183754963674	0.7059375699614976
ENSG00000004059	1.036082866991336	2.0647561740233282	0.8947283234755146
ENSG00000004139	0.8828714557031919	1.6152534113604156	0.45848589818445556
ENSG00000004142	1.0807476803075826	1.854383448002166	0.7575237729699704
ENSG00000004399	0.6361792091429148	1.9181063845776025	0.8804414298984755
